# 노부나가의 야망 (GBA) 한글패치 — 번역 대조표

자동 독음 변환 4391건 / 번역 1035건 + 시퀀스 187그룹

## 1. 자동 독음 변환 (인명·지명·성 등)
一万田	일만전
  退却に失敗すると、敵に捕まります。総大将・城主が退却すると、全軍が退却し、合戦が終了します。全軍退却するときは、しんがりの武将を選びます。しんがりの武将は捕まりやすくなります。ただし、しんがりの武将が優秀なほど、他の武将は捕まりにくくなります。	→	퇴각에 실패하면 적에게 붙잡힙니다. 총대장、성주가 퇴각하면 전군이 퇴각하여 합전이 종료됩니다. 전군이 퇴각할 때는 후위 무장을 선택합니다. 후위 무장은 붙잡히기 쉬워집니다. 단, 후위 무장이 우수할수록 다른 무장은 붙잡히기 어려워집니다.
  出陣している武将を城に戻します。守備側のみ実行できます。ただし、城主は実行できません。	→	출진한 무장을 성으로 되돌립니다. 수비측만 실행할 수 있습니다. 단, 성주는 실행할 수 없습니다.
  城に戻った武将は翌月まで出陣できません。	→	성으로 돌아온 무장은 다음 달까지 출진할 수 없습니다.
  敵軍に降伏を勧めます。籠城戦で攻撃側の総大将のみ実行できます。	→	적군에게 항복을 권합니다. 농성전에서 공격측 총대장만 실행할 수 있습니다.
  降伏勧告が受諾されると、合戦は終了し、降伏した大名は必ず自害します。	→	항복 권고가 받아들여지면 합전은 종료되고, 항복한 다이묘는 반드시 자결합니다.
  城門を開けます。\n籠城戦でのみ実行できます。	→	성문을 엽니다.\n농성전에서만 실행할 수 있습니다.
  守備側は門に接していれば実行できますが、攻撃側は門の内側に接していなければ実行できません。	→	수비측은 문에 접해 있으면 실행할 수 있지만, 공격측은 문 안쪽에 접해 있지 않으면 실행할 수 없습니다.
  出陣していない武将を参戦させます。守備側のみ実行できます。すでに出陣している武将も含めて、10部隊まで出陣させられます。	→	출진하지 않은 무장을 참전시킵니다. 수비측만 실행할 수 있습니다. 이미 출진한 무장을 포함하여 10부대까지 출진시킬 수 있습니다.
  出陣した部隊は、野戦では右端のスクエアに、籠城戦ではやぐら上に登場します。すべての右端のスクエア、またはやぐら上に部隊が配置されている場合は、出陣できません。	→	출진한 부대는 야전에서는 오른쪽 끝 스퀘어에, 농성전에서는 망루 위에 등장합니다. 모든 오른쪽 끝 스퀘어, 또는 망루 위에 부대가 배치되어 있는 경우에는 출진할 수 없습니다.
  部隊の行動をコンピュータに委任、または委任解除します。総大将・城主の部隊は委任できません。ただし、他の部隊の委任を解除できます。	→	부대의 행동을 컴퓨터에게 위임, 또는 위임 해제합니다. 총대장、성주의 부대는 위임할 수 없습니다. 단, 다른 부대의 위임은 해제할 수 있습니다.
  委任解除はコマンド実行に数えられません。	→	위임 해제는 커맨드 실행으로 세지 않습니다.
  何もしないでそのスクエアにとどまります。待機すると、機動力が１たまります。	→	아무것도 하지 않고 그 스퀘어에 머무릅니다. 대기하면 기동력이 １ 쌓입니다.
  城壁など、基本機動力では進入できない地形に進入するときは、待機して機動力をためる必要があります。	→	성벽 등 기본 기동력으로는 진입할 수 없는 지형에 진입할 때는 대기하여 기동력을 모을 필요가 있습니다.
[seq129]
  金	→	금
  米	→	쌀
  民忠	→	민충
  石高	→	석고
  治水	→	치수
  商業	→	상업
  文化	→	문화
  技術	→	기술
  城防	→	성방
  兵数	→	병수
  鉄砲	→	철포
  武将	→	무장
  訓練	→	훈련
  兵忠	→	병충
  行動力	→	행동력
  相場	→	시세
  年月	→	연월
  状態	→	상태
  国	→	국
  城主名	→	성주명
  身分	→	신분
  武将名	→	무장명
  忠誠	→	충성
  政治	→	정치
  戦闘	→	전투
  教養	→	교양
  魅力	→	매력
  野望	→	야망
  年齢	→	연령
  家紋	→	문장
  大名	→	다이묘
  友好	→	우호
  同盟	→	동맹
  婚姻	→	혼인
  最大値:	→	최대치:
  増加:	→	증가:
  減少:	→	감소:
  上昇:	→	상승:
  低下:	→	저하:
  軍資金の量です。金山が発見されている国では、数値が赤色で表示されます。	→	군자금의 양입니다。금광이 발견된 국에서는 수치가 빨간색으로 표시됩니다。
[seq130]
  税金の収入（１月）\n《内政》→〈金山〉\n《内政》→〈取引〉→［米売］	→	세금 수입（１월）\n《내정》→〈금광〉\n《내정》→〈거래〉→［쌀 판매］
  俸禄支給（１月）\n費用のかかるコマンド実行	→	봉록 지급（１월）\n비용이 드는 명령 실행
  兵糧の量です。合戦で兵糧が０になると敗北します。	→	병량의 양입니다。합전에서 병량이 ０이 되면 패배합니다。
[seq131]
  年貢の収入（７月）\n《内政》→〈取引〉→［米買］	→	연공 수입（７월）\n《내정》→〈거래〉→［쌀 구매］
  俸禄支給（７月）\n合戦\n《内政》→〈取引〉→［米売］	→	봉록 지급（７월）\n합전\n《내정》→〈거래〉→［쌀 판매］
  大名に対する住民の忠誠度です。高いほど一揆が起こりにくくなります。	→	다이묘에 대한 주민의 충성도입니다。높을수록 잇키가 일어나기 어려워집니다。
[seq132]
  《内政》コマンドの実行\n税率を低く設定	→	《내정》 명령 실행\n세율을 낮게 설정
  疫病などの災害\n税率を高く設定	→	역병 등의 재해\n세율을 높게 설정
  米の生産高です。高いほど米の収穫量が増えます。	→	쌀의 생산고입니다。높을수록 쌀의 수확량이 늘어납니다。
  国ごとに異なる	→	국마다 다름
  《内政》→〈開墾〉	→	《내정》→〈개간〉
  台風・一揆などの災害	→	태풍、잇키 등의 재해
  治水の程度です。高いほど米の収穫量が増え、台風の被害が減ります。	→	치수의 정도입니다。높을수록 쌀의 수확량이 늘고、태풍의 피해가 줄어듭니다。
[seq133]
  《内政》→〈治水〉	→	《내정》→〈치수〉
  《内政》→〈開墾〉	→	《내정》→〈개간〉
  　　　　台風	→	　　　　태풍
  町の発展度です。高いほど金の税収が増えます。	→	마을의 발전도입니다。높을수록 금의 세수가 늘어납니다。
  999（ただし文化が99以下のときは文化×10まで）	→	999（단, 문화가 99 이하일 때는 문화×10까지）
  《内政》→〈町投資〉	→	《내정》→〈마을 투자〉
  一揆・地震などの災害	→	잇키、지진 등의 재해
  文化水準の高さです。高級な茶器を使って茶会を成功させると、上がります。また、自国のうちで最も文化が高い国につられて、徐々に上がっていきます。高いほど鉄砲・茶器を購入しやすくなり、金の税収と武将の教育の効果が上がります。茶器を持つ武将がいる国では、数値が緑色で表示されます。	→	문화 수준의 높이입니다。고급 다기를 사용해 다회를 성공시키면 상승합니다。또한、자국 내에서 가장 문화가 높은 국을 따라 서서히 상승해 갑니다。높을수록 철포、다기를 구입하기 쉬워지고、금의 세수와 무장의 교육 효과가 상승합니다。다기를 가진 무장이 있는 국에서는 수치가 녹색으로 표시됩니다。
[seq134]
  《人事》→〈茶会〉\n自然増	→	《인사》→〈다회〉\n자연 증가
  －	→	－
  技術開発力です。100以上で金山の探索・採掘が、250以上で鉄砲の製造が、500以上で鉄甲船の製造ができるようになります。	→	기술 개발력입니다。100 이상이면 금광 탐색과 채굴이、250 이상이면 철포 제조가、500 이상이면 철갑선 제조가 가능해집니다。
[seq135]
  《内政》→〈技術〉	→	《내정》→〈기술〉
  －	→	－
  城の堅固さです。高いほど籠城戦時の本丸・門の防御度が高くなります。	→	성의 견고함입니다。높을수록 농성전 시 혼마루와 문의 방어도가 높아집니다。
[seq136]
  《内政》→〈築城〉	→	《내정》→〈축성〉
  地震\n一向一揆\n籠城戦時の本丸や門への攻撃	→	지진\n일향잇키\n농성전 시 혼마루나 문에 대한 공격
  兵士の総数です。兵１人を雇うのに必要な金の量は、兵士相場によります。	→	병사의 총수입니다。병사 １명을 고용하는 데 필요한 금의 양은、병사 시세에 따릅니다。
[seq137]
  《軍事》→〈雇用〉	→	《군사》→〈고용〉
  疫病・地震などの災害\n合戦	→	역병、지진 등의 재해\n합전
  鉄砲保有数です。合戦時に、鉄砲の数と同数の兵士を鉄砲隊として編成できます。	→	철포 보유수입니다。합전 시、철포의 수와 동수의 병사를 철포대로 편성할 수 있습니다。
[seq138]
  《内政》→〈取引〉→［鉄砲］\n《軍事》→〈製造〉→［鉄砲］	→	《내정》→〈거래〉→［철포］\n《군사》→〈제조〉→［철포］
  鉄砲隊の兵士の死亡	→	철포대 병사의 사망
  その国にいる家臣の数です。	→	그 국에 있는 가신의 수입니다。
  －	→	－
  《軍事》→〈移動〉\n浪人の仕官	→	《군사》→〈이동〉\n낭인의 사관
  《軍事》→〈移動〉\n死亡\n謀叛	→	《군사》→〈이동〉\n사망\n모반
  兵士の訓練の程度です。高いほど合戦時の攻撃の効果や、鉄砲攻撃で敵武将を狙撃する確率が上がります。	→	병사 훈련의 정도입니다。높을수록 합전 시 공격 효과나、철포 공격으로 적 무장을 저격할 확률이 상승합니다。
